timestamp,lux,out_of_range
2026-07-29T13:51:23.003634,276.67,0
2026-07-29T13:51:33.004113,275.0,0
2026-07-29T13:51:43.004571,269.17,0
2026-07-29T13:51:53.004976,273.33,0
2026-07-29T13:52:03.005403,278.33,0
2026-07-29T13:52:13.005836,277.5,0
2026-07-29T13:52:23.006344,277.5,0
2026-07-29T13:52:33.006976,278.33,0
2026-07-29T13:52:43.007450,278.33,0
2026-07-29T13:52:53.007943,278.33,0
2026-07-29T13:53:03.008307,231.67,0
2026-07-29T13:53:13.008772,276.67,0
2026-07-29T13:53:23.009307,266.67,0
2026-07-29T13:53:33.009855,272.5,0
2026-07-29T13:53:43.010357,274.17,0
2026-07-29T13:53:53.010773,270.83,0
2026-07-29T13:54:03.011300,267.5,0
2026-07-29T13:54:13.011873,263.33,0
2026-07-29T13:54:23.012411,205.83,0
2026-07-29T13:54:33.013025,254.17,0
2026-07-29T13:54:43.013539,205.0,0
2026-07-29T13:54:53.013923,196.67,0
2026-07-29T13:55:03.014540,169.17,0
2026-07-29T13:55:13.014833,157.5,0
2026-07-29T13:55:23.015438,152.5,0
2026-07-29T13:55:33.016006,149.17,0
2026-07-29T13:55:43.016481,145.83,0
2026-07-29T13:55:53.016978,144.17,0
2026-07-29T13:56:03.017408,141.67,0
2026-07-29T13:56:13.017880,136.67,0
2026-07-29T13:56:23.018423,133.33,0
2026-07-29T13:56:33.018927,131.67,0
2026-07-29T13:56:43.019613,129.17,0
2026-07-29T13:56:53.020185,126.67,0
2026-07-29T13:57:03.020625,125.0,0
2026-07-29T13:57:13.021230,122.5,0
2026-07-29T13:57:23.021732,121.67,0
2026-07-29T13:57:33.022245,120.0,0
2026-07-29T13:57:43.022795,115.83,0
2026-07-29T13:57:53.023387,116.67,0
2026-07-29T13:58:03.023852,115.83,0
2026-07-29T13:58:13.024250,115.83,0
2026-07-29T13:58:23.024600,113.33,0
2026-07-29T13:58:33.025198,112.5,0
2026-07-29T13:58:43.025690,112.5,0
2026-07-29T13:58:53.026168,110.83,0
2026-07-29T13:59:03.026759,110.0,0
2026-07-29T13:59:13.027371,110.83,0
2026-07-29T13:59:23.027715,111.67,0
2026-07-29T13:59:33.028181,110.83,0
2026-07-29T13:59:43.028774,109.17,0
2026-07-29T13:59:53.029268,109.17,0
2026-07-29T14:00:03.029883,108.33,0
2026-07-29T14:00:13.030344,107.5,0
2026-07-29T14:00:23.030840,106.67,0
2026-07-29T14:00:33.031101,105.0,0
2026-07-29T14:00:43.031554,103.33,0
2026-07-29T14:00:53.032088,102.5,0
2026-07-29T14:01:03.032542,101.67,0
2026-07-29T14:01:13.033023,100.83,0
2026-07-29T14:01:23.033433,101.67,0
2026-07-29T14:01:33.033967,101.67,0
2026-07-29T14:01:43.034332,101.67,0
2026-07-29T14:01:53.034684,102.5,0
2026-07-29T14:02:03.034880,102.5,0
2026-07-29T14:02:13.035232,104.17,0
2026-07-29T14:02:23.035766,106.67,0
2026-07-29T14:02:33.036326,106.67,0
2026-07-29T14:02:43.036747,108.33,0
2026-07-29T14:02:53.037200,110.83,0
2026-07-29T14:03:03.037773,112.5,0
2026-07-29T14:03:13.038199,113.33,0
2026-07-29T14:03:23.038697,115.0,0
2026-07-29T14:03:33.039051,115.83,0
2026-07-29T14:03:43.039607,116.67,0
2026-07-29T14:03:53.039916,116.67,0
2026-07-29T14:04:03.040384,116.67,0
2026-07-29T14:04:13.041054,116.67,0
2026-07-29T14:04:23.041526,116.67,0
2026-07-29T14:04:33.041836,115.83,0
2026-07-29T14:04:43.042445,115.83,0
2026-07-29T14:04:53.043061,115.83,0
2026-07-29T14:05:03.043688,115.83,0
2026-07-29T14:05:13.044099,115.83,0
2026-07-29T14:05:23.044129,115.83,0
2026-07-29T14:05:33.044223,116.67,0
2026-07-29T14:05:43.044291,116.67,0
2026-07-29T14:05:53.044291,116.67,0
2026-07-29T14:06:03.044340,116.67,0
2026-07-29T14:06:13.044301,110.83,0
2026-07-29T14:06:23.044584,115.83,0
2026-07-29T14:06:33.044769,111.67,0
2026-07-29T14:06:43.044993,106.67,0
2026-07-29T14:06:53.045138,106.67,0
2026-07-29T14:07:03.045410,105.0,0
2026-07-29T14:07:13.045411,104.17,0
2026-07-29T14:07:23.045765,105.0,0
2026-07-29T14:07:33.046034,109.17,0
2026-07-29T14:07:43.045970,107.5,0
2026-07-29T14:07:53.046188,107.5,0
2026-07-29T14:08:03.046222,106.67,0
2026-07-29T14:08:13.046461,105.0,0
2026-07-29T14:08:23.046744,104.17,0
2026-07-29T14:08:33.046951,103.33,0
2026-07-29T14:08:43.047234,103.33,0
2026-07-29T14:08:53.047411,96.67,0
2026-07-29T14:09:03.047777,99.17,0
2026-07-29T14:09:13.048100,104.17,0
2026-07-29T14:09:23.048295,104.17,0
2026-07-29T14:09:33.048446,104.17,0
2026-07-29T14:09:43.048703,104.17,0
2026-07-29T14:09:53.049099,104.17,0
2026-07-29T14:10:03.049389,103.33,0
2026-07-29T14:10:13.049726,103.33,0
2026-07-29T14:10:23.049829,103.33,0
2026-07-29T14:10:33.050198,104.17,0
2026-07-29T14:10:43.050321,103.33,0
2026-07-29T14:10:53.050761,103.33,0
2026-07-29T14:11:03.050988,102.5,0
2026-07-29T14:11:13.051247,102.5,0
2026-07-29T14:11:23.051503,102.5,0
2026-07-29T14:11:33.051718,101.67,0
2026-07-29T14:11:43.051891,100.83,0
2026-07-29T14:11:53.051989,100.0,0
2026-07-29T14:12:03.052231,98.33,0
2026-07-29T14:12:13.052342,97.5,0
2026-07-29T14:12:23.052367,95.83,0
2026-07-29T14:12:33.052536,95.0,0
2026-07-29T14:12:43.052672,94.17,0
2026-07-29T14:12:53.052808,92.5,0
2026-07-29T14:13:03.052906,91.67,0
2026-07-29T14:13:13.052961,90.83,0
2026-07-29T14:13:23.053326,90.0,0
2026-07-29T14:13:33.053457,89.17,0
2026-07-29T14:13:43.053779,89.17,0
2026-07-29T14:13:53.053861,89.17,0
2026-07-29T14:14:03.053972,89.17,0
2026-07-29T14:14:13.054173,89.17,0
2026-07-29T14:14:23.054301,89.17,0
2026-07-29T14:14:33.054447,90.0,0
2026-07-29T14:14:43.054705,90.83,0
2026-07-29T14:14:53.054795,91.67,0
2026-07-29T14:15:03.055052,92.5,0
2026-07-29T14:15:13.055327,93.33,0
2026-07-29T14:15:23.055705,94.17,0
2026-07-29T14:15:33.056051,95.0,0
2026-07-29T14:15:43.056346,96.67,0
2026-07-29T14:15:53.056778,96.67,0
2026-07-29T14:16:03.057119,95.83,0
2026-07-29T14:16:13.057078,93.33,0
2026-07-29T14:16:23.057314,90.83,0
2026-07-29T14:16:33.057341,90.0,0
2026-07-29T14:16:43.057627,87.5,0
2026-07-29T14:16:53.057843,90.0,0
2026-07-29T14:17:03.057914,87.5,0
2026-07-29T14:17:13.058164,86.67,0
2026-07-29T14:17:23.058606,101.67,0
2026-07-29T14:17:33.058971,104.17,0
2026-07-29T14:17:43.059313,103.33,0
2026-07-29T14:17:53.059981,101.67,0
2026-07-29T14:18:03.060287,100.83,0
2026-07-29T14:18:13.060853,99.17,0
2026-07-29T14:18:23.061239,98.33,0
2026-07-29T14:18:33.061792,97.5,0
2026-07-29T14:18:43.062280,97.5,0
2026-07-29T14:18:53.062702,98.33,0
2026-07-29T14:19:03.063220,97.5,0
2026-07-29T14:19:13.063584,97.5,0
2026-07-29T14:19:23.064405,97.5,0
2026-07-29T14:19:33.064857,96.67,0
2026-07-29T14:19:43.065355,97.5,0
2026-07-29T14:19:53.065872,98.33,0
2026-07-29T14:20:03.066136,100.0,0
2026-07-29T14:20:13.066501,100.0,0
2026-07-29T14:20:23.067114,99.17,0
2026-07-29T14:20:33.067659,98.33,0
2026-07-29T14:20:43.068223,97.5,0
2026-07-29T14:20:53.068699,98.33,0
2026-07-29T14:21:03.069209,98.33,0
2026-07-29T14:21:13.069773,98.33,0
2026-07-29T14:21:23.070278,98.33,0
2026-07-29T14:21:33.070968,90.83,0
2026-07-29T14:21:43.071398,94.17,0
2026-07-29T14:21:53.071827,94.17,0
2026-07-29T14:22:03.072139,91.67,0
2026-07-29T14:22:13.072537,81.67,0
2026-07-29T14:22:23.073070,81.67,0
2026-07-29T14:22:33.073674,91.67,0
2026-07-29T14:22:43.074065,94.17,0
2026-07-29T14:22:53.074760,93.33,0
2026-07-29T14:23:03.075160,73.33,0
2026-07-29T14:23:13.075499,72.5,0
2026-07-29T14:23:23.076016,70.0,0
2026-07-29T14:23:33.076466,70.83,0
2026-07-29T14:23:43.077098,70.0,0
2026-07-29T14:23:53.077661,58.33,0
2026-07-29T14:24:03.078254,64.17,0
2026-07-29T14:24:13.078766,63.33,0
2026-07-29T14:24:23.079576,65.0,0
2026-07-29T14:24:33.080108,65.83,0
2026-07-29T14:24:43.080387,97.5,0
2026-07-29T14:24:53.080936,99.17,0
2026-07-29T14:25:03.081463,100.83,0
2026-07-29T14:25:13.081792,54.17,0
2026-07-29T14:25:23.082434,55.83,0
2026-07-29T14:25:33.083029,58.33,0
2026-07-29T14:25:43.083611,58.33,0
2026-07-29T14:25:53.084211,59.17,0
2026-07-29T14:26:03.084718,60.83,0
2026-07-29T14:26:13.085071,95.83,0
2026-07-29T14:26:23.085450,106.67,0
2026-07-29T14:26:33.085828,107.5,0
2026-07-29T14:26:43.086453,108.33,0
2026-07-29T14:26:53.086685,109.17,0
2026-07-29T14:27:03.087129,110.83,0
2026-07-29T14:27:13.087762,112.5,0
2026-07-29T14:27:23.088282,115.0,0
2026-07-29T14:27:33.088697,115.0,0
2026-07-29T14:27:43.089258,119.17,0
2026-07-29T14:27:53.089869,120.83,0
2026-07-29T14:28:03.090223,119.17,0
2026-07-29T14:28:13.090515,125.83,0
2026-07-29T14:28:23.090858,127.5,0
2026-07-29T14:28:33.091339,131.67,0
2026-07-29T14:28:43.091694,136.67,0
