timestamp,lux,occupied
2026-09-24T15:40:00,1333.33,1
2026-09-24T15:42:00,1683.33,1
2026-09-24T15:44:00,1942.5,1
2026-09-24T15:46:00,2186.67,1
2026-09-24T15:48:00,2351.67,1
2026-09-24T15:50:00,2142.5,1
2026-09-24T15:52:00,1893.33,1
2026-09-24T15:54:00,1961.67,1
2026-09-24T15:56:00,2337.5,1
2026-09-24T15:58:00,2486.67,1
2026-09-24T16:00:00,2048.33,1
2026-09-24T16:02:00,1432.5,1
2026-09-24T16:04:00,990.83,1
2026-09-24T16:06:00,947.5,1
2026-09-24T16:08:00,956.67,1
2026-09-24T16:10:00,1108.33,1
2026-09-24T16:12:00,1186.67,1
2026-09-24T16:14:00,1156.67,1
2026-09-24T16:16:00,1002.5,1
2026-09-24T16:18:00,922.5,1
2026-09-24T16:20:00,1013.33,1
2026-09-24T16:22:00,981.67,1
2026-09-24T16:24:00,918.33,1
2026-09-24T16:26:00,1144.17,1
2026-09-24T16:28:00,1348.33,1
2026-09-24T16:30:00,1376.67,1
2026-09-24T16:32:00,1111.67,1
2026-09-24T16:34:00,1004.17,1
2026-09-24T16:36:00,985.83,1
2026-09-24T16:38:00,879.17,1
2026-09-24T16:40:00,780.0,1
2026-09-24T16:42:00,761.67,1
2026-09-24T16:44:00,858.33,1
2026-09-24T16:46:00,1001.67,1
2026-09-24T16:48:00,1091.67,1
2026-09-24T16:50:00,1043.33,1
2026-09-24T16:52:00,983.33,1
2026-09-24T16:54:00,934.17,1
2026-09-24T16:56:00,920.83,1
2026-09-24T16:58:00,1010.83,1
2026-09-24T17:00:00,1070.0,1
2026-09-24T17:02:00,1030.0,1
2026-09-24T17:04:00,822.5,1
2026-09-24T17:06:00,676.67,1
2026-09-24T17:08:00,610.83,1
2026-09-24T17:10:00,515.0,1
2026-09-24T17:12:00,400.0,1
2026-09-24T17:14:00,356.67,1
2026-09-24T17:16:00,384.17,1
2026-09-24T17:18:00,425.83,1
2026-09-24T17:20:00,452.5,1
2026-09-24T17:22:00,408.33,1
2026-09-24T17:24:00,405.0,1
2026-09-24T17:26:00,418.33,1
2026-09-24T17:28:00,410.0,1
2026-09-24T17:30:00,325.83,1
2026-09-24T17:32:00,288.33,1
2026-09-24T17:34:00,-,0
2026-09-24T17:36:00,236.67,1
2026-09-24T17:38:00,196.67,1
2026-09-24T17:40:00,147.5,1
2026-09-24T17:42:00,112.5,1
2026-09-24T17:44:00,93.33,1
2026-09-24T17:46:00,89.17,1
2026-09-24T17:48:00,94.17,1
2026-09-24T17:50:00,88.33,1
2026-09-24T17:52:00,-,0
2026-09-24T17:54:00,-,0
2026-09-24T17:56:00,65.0,1
2026-09-24T17:58:00,61.67,1
2026-09-24T18:00:00,56.67,1
2026-09-24T18:02:00,57.5,1
2026-09-24T18:04:00,54.17,1
2026-09-24T18:06:01,41.67,1
2026-09-24T18:08:01,32.5,1
2026-09-24T18:10:01,28.33,1
2026-09-24T18:12:01,-,0
2026-09-24T18:14:01,-,0
2026-09-24T18:16:01,-,0
2026-09-24T18:18:01,-,0
2026-09-24T18:20:01,-,0
2026-09-24T18:22:00,6.67,1
2026-09-24T18:24:00,5.0,1
2026-09-24T18:26:00,3.33,1
2026-09-24T18:28:00,2.5,1
2026-09-24T18:30:00,1.67,1
2026-09-24T18:32:00,0.83,1
2026-09-24T18:34:00,0.83,1
2026-09-24T18:36:00,0.0,1
2026-09-24T18:38:00,0.0,1
2026-09-25T09:49:24,25600.83,1
2026-09-25T09:51:24,26940.0,1
2026-09-25T09:53:24,27683.33,1
2026-09-25T09:55:24,27395.0,1
2026-09-25T09:57:24,30477.5,1
2026-09-25T09:59:24,30391.67,1
2026-09-25T10:01:24,29440.0,1
2026-09-25T10:03:24,30364.17,1
2026-09-25T10:05:24,25133.33,1
2026-09-25T10:07:24,23855.0,1
2026-09-25T10:09:24,26326.67,1
2026-09-25T10:11:24,29351.67,1
2026-09-25T10:13:24,22886.67,1
2026-09-25T10:15:24,19676.67,1
2026-09-25T10:17:24,20305.0,1
2026-09-25T10:19:24,9708.33,1
2026-09-25T10:21:24,7502.5,1
2026-09-25T10:23:24,10612.5,1
2026-09-25T10:25:24,4866.67,1
2026-09-25T10:27:24,4614.17,1
2026-09-25T10:29:24,9625.83,1
2026-09-25T10:31:24,24920.0,1
2026-09-25T10:33:24,16019.17,1
2026-09-25T10:35:24,16442.5,1
2026-09-25T10:37:24,17310.83,1
2026-09-25T10:39:24,13760.83,1
2026-09-25T10:41:24,16625.0,1
2026-09-25T10:43:24,8499.17,1
2026-09-25T10:45:24,7093.33,1
